,bpp,psnr
/home/tsubota/data_hdd/BAM/images/media_vectorart/101559713.png,0.25602233676975944,39.732852935791016
/home/tsubota/data_hdd/BAM/images/media_vectorart/104538815.png,0.09467777777777778,43.14558410644531
/home/tsubota/data_hdd/BAM/images/media_vectorart/104800689.png,0.14203948750262552,43.94477462768555
/home/tsubota/data_hdd/BAM/images/media_vectorart/106208573.png,0.4756088888888889,33.513671875
/home/tsubota/data_hdd/BAM/images/media_vectorart/106723153.png,0.43337513061650995,33.63270950317383
/home/tsubota/data_hdd/BAM/images/media_vectorart/106756251.png,0.19086075949367087,39.8942985534668
/home/tsubota/data_hdd/BAM/images/media_vectorart/109546367.png,0.05547777777777778,49.132266998291016
/home/tsubota/data_hdd/BAM/images/media_vectorart/10992015.png,0.4077713178294574,36.32386016845703
/home/tsubota/data_hdd/BAM/images/media_vectorart/109948537.png,0.2728123472309519,36.46908950805664
/home/tsubota/data_hdd/BAM/images/media_vectorart/113091479.png,0.34249999999999997,30.018085479736328
/home/tsubota/data_hdd/BAM/images/media_vectorart/113913709.png,0.14602962962962962,43.146175384521484
/home/tsubota/data_hdd/BAM/images/media_vectorart/116322827.png,0.4897369555843036,35.58689880371094
/home/tsubota/data_hdd/BAM/images/media_vectorart/116674437.png,0.13217644610903037,41.07710266113281
/home/tsubota/data_hdd/BAM/images/media_vectorart/116923551.png,0.22118104118104118,42.75242614746094
/home/tsubota/data_hdd/BAM/images/media_vectorart/121487771.png,0.14103159252095424,41.8211555480957
/home/tsubota/data_hdd/BAM/images/media_vectorart/122014523.png,0.11086696562032884,39.507137298583984
/home/tsubota/data_hdd/BAM/images/media_vectorart/122457765.png,0.13320833333333332,41.80095672607422
/home/tsubota/data_hdd/BAM/images/media_vectorart/123760455.png,0.1660925925925926,44.08750915527344
/home/tsubota/data_hdd/BAM/images/media_vectorart/123954669.png,0.28127976190476195,41.04530715942383
/home/tsubota/data_hdd/BAM/images/media_vectorart/124586081.png,0.08463393626184323,47.37397003173828
/home/tsubota/data_hdd/BAM/images/media_vectorart/124725819.png,0.35262065261049036,36.76239776611328
/home/tsubota/data_hdd/BAM/images/media_vectorart/128217343.png,0.07449704142011834,48.87957000732422
/home/tsubota/data_hdd/BAM/images/media_vectorart/128782305.png,0.09807980798079809,43.240684509277344
/home/tsubota/data_hdd/BAM/images/media_vectorart/129250735.png,0.4737080867850098,33.00468063354492
/home/tsubota/data_hdd/BAM/images/media_vectorart/129758901.png,0.24214146999769592,33.01111602783203
/home/tsubota/data_hdd/BAM/images/media_vectorart/129960971.png,0.16614444444444443,43.374366760253906
/home/tsubota/data_hdd/BAM/images/media_vectorart/131940139.png,0.21349240991318688,38.53171157836914
/home/tsubota/data_hdd/BAM/images/media_vectorart/132109009.png,0.5318022747156606,33.8028678894043
/home/tsubota/data_hdd/BAM/images/media_vectorart/132735475.png,0.25420361247947454,38.30134582519531
/home/tsubota/data_hdd/BAM/images/media_vectorart/132871697.png,0.230288,39.1649169921875
/home/tsubota/data_hdd/BAM/images/media_vectorart/133287431.png,0.2943503365553322,37.387611389160156
/home/tsubota/data_hdd/BAM/images/media_vectorart/133660157.png,0.1295436507936508,41.48088455200195
/home/tsubota/data_hdd/BAM/images/media_vectorart/133949065.png,0.10148333333333333,48.486446380615234
/home/tsubota/data_hdd/BAM/images/media_vectorart/135248337.png,0.07445147679324894,48.09149169921875
/home/tsubota/data_hdd/BAM/images/media_vectorart/135402755.png,0.1522671568627451,41.72694396972656
/home/tsubota/data_hdd/BAM/images/media_vectorart/135706941.png,0.3085691823899371,39.417762756347656
/home/tsubota/data_hdd/BAM/images/media_vectorart/135855365.png,0.07121140142517815,47.68970489501953
/home/tsubota/data_hdd/BAM/images/media_vectorart/138027761.png,0.0680276134122288,47.508148193359375
/home/tsubota/data_hdd/BAM/images/media_vectorart/138733273.png,0.11794444444444444,45.502647399902344
/home/tsubota/data_hdd/BAM/images/media_vectorart/139993153.png,0.24512685914260718,39.214080810546875
/home/tsubota/data_hdd/BAM/images/media_vectorart/140654983.png,0.34027777777777773,37.73884201049805
/home/tsubota/data_hdd/BAM/images/media_vectorart/143038579.png,0.21211494252873564,41.44397735595703
/home/tsubota/data_hdd/BAM/images/media_vectorart/143901283.png,0.2789224572004028,38.220584869384766
/home/tsubota/data_hdd/BAM/images/media_vectorart/146313897.png,0.07212121212121213,50.29826354980469
/home/tsubota/data_hdd/BAM/images/media_vectorart/146439083.png,0.052318840579710146,49.12492752075195
/home/tsubota/data_hdd/BAM/images/media_vectorart/146719437.png,0.21401666666666666,40.28744125366211
/home/tsubota/data_hdd/BAM/images/media_vectorart/14859529.png,0.1690036231884058,40.125728607177734
/home/tsubota/data_hdd/BAM/images/media_vectorart/149620133.png,0.11570072585147961,45.64200973510742
/home/tsubota/data_hdd/BAM/images/media_vectorart/150260791.png,0.15607495069033528,40.839569091796875
/home/tsubota/data_hdd/BAM/images/media_vectorart/152677481.png,0.21606775426219874,42.66643524169922
/home/tsubota/data_hdd/BAM/images/media_vectorart/154930881.png,0.2696111111111111,39.8194465637207
/home/tsubota/data_hdd/BAM/images/media_vectorart/155577937.png,0.1683313325330132,38.395286560058594
/home/tsubota/data_hdd/BAM/images/media_vectorart/155894785.png,0.20583861427967892,40.6754264831543
/home/tsubota/data_hdd/BAM/images/media_vectorart/156261001.png,0.7815352697095437,34.068359375
/home/tsubota/data_hdd/BAM/images/media_vectorart/156526161.png,0.48033530571992106,36.60312271118164
/home/tsubota/data_hdd/BAM/images/media_vectorart/158042733.png,0.15609794628751975,41.487762451171875
/home/tsubota/data_hdd/BAM/images/media_vectorart/160583113.png,0.05974444444444445,46.324119567871094
/home/tsubota/data_hdd/BAM/images/media_vectorart/160818305.png,0.22664879356568363,41.130977630615234
/home/tsubota/data_hdd/BAM/images/media_vectorart/162031357.png,0.26259128386336866,38.106353759765625
/home/tsubota/data_hdd/BAM/images/media_vectorart/162370919.png,0.07236666666666666,47.18556213378906
/home/tsubota/data_hdd/BAM/images/media_vectorart/16303324.png,0.390075,35.36416244506836
/home/tsubota/data_hdd/BAM/images/media_vectorart/163270767.png,0.13058888888888887,44.51694107055664
/home/tsubota/data_hdd/BAM/images/media_vectorart/165131883.png,0.11311758360302049,42.574012756347656
/home/tsubota/data_hdd/BAM/images/media_vectorart/165264417.png,0.24668333333333334,38.9685173034668
/home/tsubota/data_hdd/BAM/images/media_vectorart/165285695.png,1.1988322717622082,28.333267211914062
/home/tsubota/data_hdd/BAM/images/media_vectorart/167027015.png,0.09414444444444445,44.044498443603516
/home/tsubota/data_hdd/BAM/images/media_vectorart/169039605.png,0.4169652471855115,35.84115219116211
/home/tsubota/data_hdd/BAM/images/media_vectorart/169108165.png,0.1371925925925926,43.2138786315918
/home/tsubota/data_hdd/BAM/images/media_vectorart/169180323.png,0.06001111111111111,46.53319549560547
/home/tsubota/data_hdd/BAM/images/media_vectorart/173028075.png,0.11035555555555555,42.68172836303711
/home/tsubota/data_hdd/BAM/images/media_vectorart/2421792.png,0.22698786014816463,36.41875457763672
/home/tsubota/data_hdd/BAM/images/media_vectorart/26850191.png,0.14841666666666667,42.86902618408203
/home/tsubota/data_hdd/BAM/images/media_vectorart/28120231.png,0.29101113967437875,35.750858306884766
/home/tsubota/data_hdd/BAM/images/media_vectorart/33709715.png,0.588669336893636,33.73995590209961
/home/tsubota/data_hdd/BAM/images/media_vectorart/39712377.png,0.09653465346534654,45.91032409667969
/home/tsubota/data_hdd/BAM/images/media_vectorart/4247546.png,0.08575213675213675,42.390350341796875
/home/tsubota/data_hdd/BAM/images/media_vectorart/43278963.png,0.3071955128205128,39.158485412597656
/home/tsubota/data_hdd/BAM/images/media_vectorart/47497175.png,0.13200639488409271,43.704219818115234
/home/tsubota/data_hdd/BAM/images/media_vectorart/4881384.png,0.826545768566494,31.84027671813965
/home/tsubota/data_hdd/BAM/images/media_vectorart/5210015.png,0.07277298850574714,40.60337829589844
/home/tsubota/data_hdd/BAM/images/media_vectorart/55436971.png,0.20635555555555554,40.009735107421875
/home/tsubota/data_hdd/BAM/images/media_vectorart/6717255.png,0.3642222222222222,36.04635238647461
/home/tsubota/data_hdd/BAM/images/media_vectorart/68177771.png,0.10196666666666666,41.64249801635742
/home/tsubota/data_hdd/BAM/images/media_vectorart/70625835.png,0.47786324786324785,36.11407470703125
/home/tsubota/data_hdd/BAM/images/media_vectorart/72833063.png,0.07055359246171966,42.06271743774414
/home/tsubota/data_hdd/BAM/images/media_vectorart/76594105.png,0.13209796739208504,42.354183197021484
/home/tsubota/data_hdd/BAM/images/media_vectorart/77708059.png,0.2649186530457813,39.8094596862793
/home/tsubota/data_hdd/BAM/images/media_vectorart/79169127.png,0.20206349206349208,43.88633728027344
/home/tsubota/data_hdd/BAM/images/media_vectorart/81678681.png,0.09862222222222222,42.57280731201172
/home/tsubota/data_hdd/BAM/images/media_vectorart/84648873.png,0.15635397123202,43.745513916015625
/home/tsubota/data_hdd/BAM/images/media_vectorart/85567289.png,0.34680886298148583,37.92903137207031
/home/tsubota/data_hdd/BAM/images/media_vectorart/86763279.png,0.46836545324768025,35.118186950683594
/home/tsubota/data_hdd/BAM/images/media_vectorart/87687145.png,0.17966767371601208,38.94281768798828
/home/tsubota/data_hdd/BAM/images/media_vectorart/91413633.png,0.2414333333333333,39.93798065185547
/home/tsubota/data_hdd/BAM/images/media_vectorart/91751939.png,0.47927490320309746,35.64453125
/home/tsubota/data_hdd/BAM/images/media_vectorart/92045901.png,0.5442308975642309,31.618127822875977
/home/tsubota/data_hdd/BAM/images/media_vectorart/92729521.png,0.11110375275938189,42.2476806640625
/home/tsubota/data_hdd/BAM/images/media_vectorart/94287035.png,0.45365168539325845,35.80610656738281
/home/tsubota/data_hdd/BAM/images/media_vectorart/99117125.png,0.22326210826210827,37.931671142578125
/home/tsubota/data_hdd/BAM/images/media_vectorart/99598241.png,0.39159374999999996,36.04530715942383
