,psnr,msssim,bpp
0,39.45271682739258,21.095123291015625,0.43546153846153846
1,38.08510208129883,21.12889862060547,0.44933333333333336
2,44.02439498901367,30.826120376586914,0.32038142620232174
3,39.31483459472656,22.478979110717773,0.5944149459193707
4,39.290321350097656,21.65774154663086,0.5300157232704402
5,39.729644775390625,33.9195556640625,0.7998671096345515
6,38.49269485473633,27.350847244262695,1.0067034990791897
7,38.104766845703125,24.878454208374023,1.094679186228482
8,33.48225021362305,13.170591354370117,0.5878895463510848
9,34.704185485839844,20.12479019165039,1.4763313609467454
10,42.34779739379883,32.10577392578125,0.37189358372456965
11,35.920440673828125,21.142547607421875,1.097981651376147
12,39.77925491333008,24.48229217529297,0.6460436137071651
13,35.903526306152344,20.573671340942383,1.2872177777777778
14,43.843692779541016,37.55634689331055,0.5411512027491409
15,39.53630065917969,22.105144500732422,0.48557518649391446
16,41.05448913574219,26.964847564697266,0.5248082850027219
17,38.979827880859375,18.231075286865234,0.3227249357326478
18,39.79823684692383,26.179622650146484,0.6479036144578313
19,41.156837463378906,33.14362335205078,0.5929000698812019
20,38.34621047973633,22.092594146728516,0.5495552619991193
21,40.622093200683594,32.769432067871094,0.5865660377358491
22,43.56804275512695,26.695770263671875,0.2125826630920465
23,40.36486053466797,28.59475326538086,0.4205780881650893
24,37.99656677246094,29.25888442993164,1.1122162162162161
25,39.28154373168945,22.536527633666992,0.45485232067510545
26,36.21855163574219,22.609699249267578,1.3473629242819845
27,36.48208999633789,26.041675567626953,1.3892290988056462
28,36.58594512939453,28.198348999023438,1.6629912599430423
29,40.566707611083984,29.281644821166992,0.7482183908045976
30,43.82972717285156,31.809255599975586,0.30879194630872486
31,41.47282409667969,30.723093032836914,0.47571111111111114
32,37.608333587646484,30.124256134033203,1.3990828924162257
33,37.37683868408203,24.138490676879883,1.1704907734589713
34,37.93678665161133,25.39614486694336,0.9369711733658141
35,44.230125427246094,35.27403259277344,0.25753943217665615
36,37.78742599487305,22.499732971191406,0.7286490275100753
37,39.087791442871094,22.691429138183594,0.6567726737338045
38,41.85222625732422,32.443077087402344,0.44676975945017183
39,37.440494537353516,22.875783920288086,1.0311306256860593
40,36.76793670654297,25.423490524291992,1.4274139194139193
41,41.67533493041992,28.369029998779297,0.2919827247742442
42,42.21466827392578,40.313167572021484,1.0630397236614852
43,37.8774528503418,21.770050048828125,0.7379505300353357
44,42.66089630126953,29.129871368408203,0.35060718711276334
45,39.446388244628906,24.015913009643555,0.5761777777777778
46,39.704002380371094,30.795856475830078,1.3886773618538326
47,40.249671936035156,30.922040939331055,0.23802816901408452
48,37.20546340942383,32.31901550292969,1.4225556858147714
49,34.62925338745117,21.765460968017578,1.6770714900947459
50,38.93252182006836,22.186691284179688,0.5924394184168013
51,36.998313903808594,17.449129104614258,0.36404444444444445
52,38.728240966796875,27.452165603637695,0.7089151873767259
53,41.69243240356445,31.491365432739258,0.6507202325888728
54,41.00977325439453,31.533905029296875,0.2785665757948418
55,38.199737548828125,21.473556518554688,0.7380712788259958
56,40.93095397949219,28.38203239440918,0.7511111111111112
57,41.13195037841797,30.4912109375,0.4485326547921968
58,41.729713439941406,34.163063049316406,0.6527372897825624
59,37.93934631347656,23.0452880859375,1.0583851851851853
60,39.426185607910156,25.57416534423828,0.7457592942659106
61,40.885738372802734,27.582674026489258,0.4697860593512767
62,39.268192291259766,23.643400192260742,0.8505333333333334
63,39.81834030151367,25.931644439697266,0.6328994082840237
64,40.69870376586914,26.06723976135254,0.46157112526539273
65,39.53711700439453,30.095319747924805,1.3157986523979388
66,37.07155990600586,21.424625396728516,0.7667000835421888
67,38.737003326416016,22.355682373046875,0.5373777777777778
68,36.06686019897461,24.46026039123535,1.4808669267446901
69,42.5357780456543,37.48758316040039,0.4611512027491409
70,35.77286148071289,22.505538940429688,1.6305135387488328
71,39.99894714355469,20.582984924316406,0.39489548954895487
72,40.344764709472656,31.87492561340332,0.858252427184466
73,38.89398956298828,26.09706687927246,0.5636354413501743
74,38.051448822021484,23.262523651123047,0.761693684566025
75,45.152530670166016,39.88434600830078,0.4309925925925926
76,42.87544631958008,35.30553436279297,0.2661529480443666
77,43.63446044921875,35.13756561279297,0.23722595078299777
78,37.74116134643555,26.371883392333984,1.0398200899550225
79,40.37941360473633,27.919910430908203,0.5232686084142395
80,43.43885803222656,43.08792495727539,0.8539076923076924
81,43.16854476928711,28.074142456054688,0.33926666666666666
82,39.903446197509766,31.280532836914062,1.4103353057199213
83,43.38155746459961,31.670917510986328,0.2280222222222222
84,43.00830841064453,35.47751998901367,0.640235294117647
85,36.711204528808594,19.64657974243164,1.200081300813008
86,35.9793701171875,26.85242462158203,0.9058844444444444
87,35.613502502441406,24.22411346435547,2.0144833782569633
88,39.665889739990234,23.636934280395508,0.5300664767331433
89,39.617431640625,26.857316970825195,0.5957478632478632
90,45.351966857910156,36.546443939208984,0.16669455705563863
91,40.165260314941406,32.499778747558594,0.6824848484848485
92,38.29079055786133,31.9157772064209,1.0568092328581127
93,43.321998596191406,29.00128936767578,0.20569335426478283
94,38.79514694213867,23.977319717407227,0.7126333333333333
95,43.02314758300781,34.661865234375,0.37410451547437845
96,42.76127624511719,32.84452438354492,0.3691906005221932
97,44.55426788330078,35.66517639160156,0.2358793870489372
98,42.21378707885742,37.85544967651367,0.5851158106747231
99,41.81910705566406,29.666576385498047,0.42565925925925924
