,bpp,psnr
101559713.png,0.4182216494845361,44.040794372558594
104538815.png,0.17058888888888887,46.52149200439453
104800689.png,0.22689561016593154,47.52312088012695
106208573.png,0.9354133333333334,36.08727264404297
106723153.png,1.0023197492163007,38.180442810058594
106756251.png,0.33094514767932487,43.558448791503906
109546367.png,0.0945,52.89889907836914
10992015.png,0.7031201550387597,40.459861755371094
109948537.png,0.4511488232418465,38.16672134399414
113091479.png,1.0889888888888888,31.70931625366211
113913709.png,0.19331851851851853,46.61773681640625
116322827.png,0.8211901681759379,39.49029541015625
116674437.png,0.24263836870578442,44.66997528076172
116923551.png,0.21645687645687647,46.952125549316406
121487771.png,0.2498646034816248,45.305076599121094
122014523.png,0.1717339312406577,40.90797805786133
122457765.png,0.17914166666666664,44.91651916503906
123760455.png,0.15394444444444447,47.95017623901367
123954669.png,0.5176289682539682,46.232574462890625
124586081.png,0.14747631352282514,52.03021240234375
124725819.png,0.6205171137253384,39.99716567993164
128217343.png,0.12735700197238659,51.537017822265625
128782305.png,0.17603960396039603,46.47972106933594
129250735.png,0.8781262327416174,36.01681137084961
129758901.png,0.5300845923438992,35.498050689697266
129960971.png,0.16534444444444443,46.524269104003906
131940139.png,0.37644890634851347,42.15321350097656
132109009.png,0.9357917760279965,35.59895324707031
132735475.png,0.47804597701149426,41.39938735961914
132871697.png,0.36776,42.354740142822266
133287431.png,0.5855424761540179,41.223873138427734
133660157.png,0.18382936507936506,44.00574493408203
133949065.png,0.08134999999999999,52.53641128540039
135248337.png,0.12002109704641349,51.66765213012695
135402755.png,0.24412990196078432,45.5803108215332
135706941.png,0.49234276729559745,44.01996612548828
135855365.png,0.12188440221694379,52.117950439453125
138027761.png,0.11899408284023667,50.60749053955078
138733273.png,0.20801851851851855,49.64225769042969
139993153.png,0.418565179352581,43.37928009033203
140654983.png,0.7326234567901235,42.140995025634766
143038579.png,0.2533716475095785,44.69548797607422
143901283.png,0.496122860020141,42.1003303527832
146313897.png,0.11388074291300099,55.592098236083984
146439083.png,0.07775788576300086,54.280757904052734
146719437.png,0.2952166666666666,44.30242156982422
14859529.png,0.31161231884057966,43.16343307495117
149620133.png,0.08702400893355668,49.535133361816406
150260791.png,0.23781065088757394,44.01548767089844
152677481.png,0.35040049970605525,47.23381042480469
154930881.png,0.3600111111111111,44.029239654541016
155577937.png,0.290812324929972,41.30733871459961
155894785.png,0.35184621884241657,44.913848876953125
156261001.png,0.8159474412171508,38.8727912902832
156526161.png,0.7571005917159763,41.40769577026367
158042733.png,0.26870458135860975,45.04754638671875
160583113.png,0.10303333333333334,50.006622314453125
160818305.png,0.4025201072386059,45.30011749267578
162031357.png,0.39972516686297604,41.69898223876953
162370919.png,0.1351222222222222,49.87470245361328
16303324.png,0.6944750000000001,38.9439697265625
163270767.png,0.11458888888888889,47.23644256591797
165131883.png,0.21288025889967638,45.7658805847168
165264417.png,0.47601666666666664,42.53234100341797
165285695.png,1.934628450106157,31.742874145507812
167027015.png,0.17965555555555554,47.90117645263672
169039605.png,0.7483210964268233,39.47318649291992
169108165.png,0.24777037037037036,47.31898498535156
169180323.png,0.09814444444444445,50.08180236816406
173028075.png,0.1764888888888889,46.373626708984375
2421792.png,0.4490585468360772,39.15544128417969
26850191.png,0.26175,46.753173828125
28120231.png,0.538757497857755,38.5328369140625
33709715.png,0.9928348909657322,37.234413146972656
39712377.png,0.17824915402932698,50.34555435180664
4247546.png,0.15952991452991452,45.55474853515625
43278963.png,0.5405288461538461,43.86859130859375
47497175.png,0.22319744204636294,47.44550704956055
4881384.png,1.4483074265975822,35.187217712402344
5210015.png,0.10392241379310346,41.35783386230469
55436971.png,0.36991111111111113,43.61528015136719
6717255.png,0.6522222222222221,39.23140335083008
68177771.png,0.1553,43.746646881103516
70625835.png,0.7273382173382175,39.68011474609375
72833063.png,0.12344719277581469,43.734432220458984
76594105.png,0.2270966506260624,46.62591552734375
77708059.png,0.4920544835414302,43.859214782714844
79169127.png,0.22322751322751325,48.1967887878418
81678681.png,0.18834074074074075,45.93456268310547
84648873.png,0.18852407754846776,47.852210998535156
85567289.png,0.5657735236644256,41.39570617675781
86763279.png,0.8718486795146325,39.01625061035156
87687145.png,0.32379657603222556,42.64070129394531
91413633.png,0.34072222222222226,43.60008239746094
91751939.png,0.7762407602956706,39.71605682373047
92045901.png,1.1666132799466131,34.89674377441406
92729521.png,0.20046357615894042,45.601139068603516
94287035.png,0.7699063670411985,40.21232986450195
99117125.png,0.38656695156695153,41.45995330810547
99598241.png,0.6984270833333334,40.19342803955078
